id,documento,tipo_persona
75303,75788-4050,PROFESOR
75304,05254-9035,EMPLEADO
75305,02985-3075,VECINO
75306,95368-2567,PROFESOR
75307,09797-3892,PROFESOR
75308,32798-0543,NO_RELACIONADO
75309,57439-6217,ESTUDIANTE
75310,96082-6580,ESTUDIANTE
75311,27696-2589,PROFESOR
75312,74433-1079,EGRESADO
75313,17160-6605,PROFESOR
75314,19645-4450,ESTUDIANTE
75315,25752-8546,VECINO
75316,18871-8365,EGRESADO
75317,94242-5933,PADRE
75318,97815-4359,EGRESADO
75319,64329-5818,ESTUDIANTE
75320,93313-0032,EGRESADO
75321,14112-8830,PADRE
75322,18080-0750,EMPLEADO
75323,43991-3297,NO_RELACIONADO
75324,62657-3790,EMPLEADO
75325,28829-0580,PROFESOR
75326,22613-2177,VECINO
75327,98003-3653,ESTUDIANTE
75328,50808-7919,EMPLEADO
75329,22517-5214,PROFESOR
75330,81806-3363,VECINO
75331,80049-9016,NO_RELACIONADO
75332,30485-2976,NO_RELACIONADO
75333,92595-3170,NO_RELACIONADO
75334,37463-7040,PADRE
75335,19945-0492,EGRESADO
75336,29346-3958,EGRESADO
75337,46574-3423,EMPLEADO
75338,76174-6885,VECINO
75339,45251-6004,VECINO
75340,81342-5499,ESTUDIANTE
75341,15637-6503,EMPLEADO
75342,39549-1729,PADRE
75343,16152-9498,EGRESADO
75344,97212-0314,NO_RELACIONADO
75345,95856-7002,EMPLEADO
75346,11984-3067,VECINO
75347,15876-2279,PROFESOR
75348,96371-5467,EGRESADO
75349,13102-3840,VECINO
75350,08026-5518,VECINO
75351,37433-4475,EMPLEADO
75352,98708-2716,NO_RELACIONADO
75353,26124-3342,PADRE
75354,76139-1727,PROFESOR
75355,71177-9760,EMPLEADO
75356,04631-5851,EGRESADO
75357,06266-4316,EMPLEADO
75358,82992-8458,EGRESADO
75359,51352-6957,PROFESOR
75360,47634-4267,EGRESADO
75361,16115-7520,EGRESADO
75362,62670-2053,NO_RELACIONADO
75363,54269-1652,ESTUDIANTE
75364,78767-4952,PADRE
75365,43278-6069,NO_RELACIONADO
75366,56449-7323,EGRESADO
75367,85004-1658,VECINO
75368,64669-7092,PADRE
75369,38184-8691,NO_RELACIONADO
75370,12685-7393,NO_RELACIONADO
75371,58564-9976,VECINO
75372,30948-8841,EGRESADO
75373,30327-3628,PADRE
75374,78999-0203,EMPLEADO
75375,52245-5736,PADRE
75376,16619-4040,EGRESADO
75377,04742-1318,ESTUDIANTE
75378,73947-1976,ESTUDIANTE
75379,51436-8304,ESTUDIANTE
75380,26251-3250,ESTUDIANTE
75381,77848-4887,NO_RELACIONADO
75382,97395-8636,NO_RELACIONADO
75383,89873-6246,NO_RELACIONADO
75384,45613-4786,PROFESOR
75385,04236-7613,PADRE
75386,27835-7422,VECINO
75387,26803-9400,NO_RELACIONADO
75388,77561-9872,VECINO
75389,71301-5702,NO_RELACIONADO
75390,74253-4478,EGRESADO
75391,44474-0580,PADRE
75392,85999-3069,PADRE
75393,52944-1139,NO_RELACIONADO
75394,13031-3536,ESTUDIANTE
75395,19599-1257,PROFESOR
75396,23306-5475,ESTUDIANTE
75397,78895-3965,VECINO
75398,61706-7033,VECINO
75399,15160-4943,EMPLEADO
75400,95281-7049,NO_RELACIONADO
75401,84253-5950,EMPLEADO
75402,63027-2905,PADRE
75403,76288-6154,VECINO
75404,19723-6085,EMPLEADO
75405,13184-4251,EMPLEADO
75406,65230-0132,PROFESOR
75407,05942-6841,PADRE
75408,01639-1484,NO_RELACIONADO
75409,19596-8980,NO_RELACIONADO
75410,90589-3884,VECINO
75411,36134-0676,NO_RELACIONADO
75412,25834-3840,EMPLEADO
75413,93655-3255,VECINO
75414,46356-5870,PADRE
75415,80450-9284,VECINO
75416,34018-0654,ESTUDIANTE
75417,43369-6018,VECINO
75418,30411-5187,PROFESOR
75419,03714-1207,NO_RELACIONADO
75420,38250-5762,PROFESOR
75421,57455-5581,EGRESADO
75422,15776-8808,EMPLEADO
75423,02297-0269,EGRESADO
75424,02264-7833,PADRE
75425,40708-3554,EGRESADO
75426,52953-5745,ESTUDIANTE
75427,92560-9583,ESTUDIANTE
75428,17023-4711,NO_RELACIONADO
75429,82443-0984,PROFESOR
75430,74284-4061,PROFESOR
75431,54873-4443,EMPLEADO
75432,67600-1292,PROFESOR
75433,07823-9142,EMPLEADO
75434,45154-0040,EMPLEADO
75435,69164-4042,EGRESADO
75436,14057-0649,VECINO
75437,68670-5731,EMPLEADO
75438,92795-6486,VECINO
75439,94365-1167,EGRESADO
75440,24658-9408,NO_RELACIONADO
75441,30127-6171,EMPLEADO
75442,70667-4609,ESTUDIANTE
75443,17141-6032,EMPLEADO
75444,44265-0475,ESTUDIANTE
75445,65861-5359,EMPLEADO
75446,46331-0923,NO_RELACIONADO
75447,80404-7105,EMPLEADO
75448,79382-6688,ESTUDIANTE
75449,71497-5003,ESTUDIANTE
75450,25763-1298,VECINO
75451,87026-0871,ESTUDIANTE
75452,67927-7412,VECINO
75453,72213-7363,PROFESOR
75454,73342-5526,NO_RELACIONADO
75455,10429-4000,NO_RELACIONADO
75456,52793-3363,NO_RELACIONADO
75457,86280-9887,EMPLEADO
75458,34558-4757,PROFESOR
75459,27033-6657,EMPLEADO
75460,59810-1441,PADRE
75461,44237-6834,NO_RELACIONADO
75462,87244-6412,NO_RELACIONADO
75463,03182-1272,EGRESADO
75464,42454-9715,ESTUDIANTE
75465,17856-3304,ESTUDIANTE
75466,73142-9341,VECINO
75467,54474-9675,NO_RELACIONADO
75468,12173-2776,PADRE
75469,23449-4996,ESTUDIANTE
75470,89041-7707,PROFESOR
75471,16158-9818,PROFESOR
75472,27171-3641,NO_RELACIONADO
75473,46026-6997,EGRESADO
75474,27433-6570,PADRE
75475,27099-7860,VECINO
75476,79882-8215,EMPLEADO
75477,64943-0840,PADRE
75478,87105-1412,PROFESOR
75479,57553-6912,VECINO
75480,78743-0156,ESTUDIANTE
75481,92613-6631,EGRESADO
75482,25448-5381,EGRESADO
75483,13463-6517,VECINO
75484,58888-8482,ESTUDIANTE
75485,11866-1825,ESTUDIANTE
75486,89499-0670,PROFESOR
75487,81656-5866,PROFESOR
75488,83369-3289,PROFESOR
75489,75357-2208,VECINO
75490,18158-1441,PADRE
75491,56438-1015,PADRE
75492,72305-5695,VECINO
75493,16370-0659,NO_RELACIONADO
75494,61241-1897,PADRE
75495,60828-2204,NO_RELACIONADO
75496,73490-1657,NO_RELACIONADO
75497,98737-2668,VECINO
75498,10220-8815,VECINO
75499,98192-7636,NO_RELACIONADO
75500,53956-5571,PROFESOR
75501,74561-9818,NO_RELACIONADO
75502,78245-9292,PADRE
75503,91109-6162,VECINO
75504,11676-7562,ESTUDIANTE
75505,28153-6955,PROFESOR
75506,25134-4419,NO_RELACIONADO
75507,64200-3608,NO_RELACIONADO
75508,17412-9016,VECINO
75509,34562-3527,PADRE
75510,01527-8938,ESTUDIANTE
75511,33852-7255,PROFESOR
75512,65163-2316,NO_RELACIONADO
75513,83577-7186,PROFESOR
75514,48089-9719,EGRESADO
75515,62183-2665,VECINO
75516,69214-9291,NO_RELACIONADO
75517,81651-6522,ESTUDIANTE
75518,98267-1593,EGRESADO
75519,21267-4112,NO_RELACIONADO
75520,85799-9661,PADRE
75521,66724-7093,ESTUDIANTE
75522,26574-8278,EMPLEADO
75523,45794-4595,ESTUDIANTE
75524,90301-1203,PADRE
75525,83580-2601,PROFESOR
75526,28963-3951,NO_RELACIONADO
75527,67021-7394,PADRE
75528,63501-2045,PROFESOR
75529,38720-5849,VECINO
75530,95035-1662,NO_RELACIONADO
75531,25800-7592,NO_RELACIONADO
75532,89417-5263,VECINO
75533,13670-9597,EGRESADO
75534,48154-2662,PROFESOR
75535,17998-5305,NO_RELACIONADO
75536,70767-4698,PADRE
75537,99867-8691,EMPLEADO
75538,63244-8017,PADRE
75539,20385-9974,EMPLEADO
75540,72954-9394,VECINO
75541,62361-6905,NO_RELACIONADO
75542,47302-6889,PROFESOR
75543,67448-5832,NO_RELACIONADO
75544,03951-8837,PADRE
75545,40875-9576,ESTUDIANTE
75546,33771-1623,EMPLEADO
75547,77431-9106,EGRESADO
75548,71151-0286,NO_RELACIONADO
75549,48371-1636,NO_RELACIONADO
75550,27098-8667,VECINO
75551,02057-3895,VECINO
75552,28181-3576,VECINO
75553,65188-4081,EMPLEADO
75554,33760-4359,EGRESADO
75555,54409-4288,PADRE
75556,06485-7084,VECINO
75557,84573-6702,EMPLEADO
75558,48398-1061,PROFESOR
75559,45029-1051,VECINO
75560,50309-4200,NO_RELACIONADO
75561,52510-9572,EGRESADO
75562,06709-3456,PADRE
75563,93834-4131,ESTUDIANTE
75564,28643-1122,PROFESOR
75565,96927-9940,NO_RELACIONADO
75566,57850-9533,NO_RELACIONADO
75567,62294-8831,EGRESADO
75568,21835-0766,PROFESOR
75569,30842-0834,PROFESOR
75570,24380-7361,VECINO
75571,32158-8982,VECINO
75572,45769-4042,NO_RELACIONADO
75573,92098-8024,NO_RELACIONADO
75574,30409-0846,NO_RELACIONADO
75575,54543-6671,EMPLEADO
75576,68790-9047,EGRESADO
75577,81842-0697,ESTUDIANTE
75578,44346-3707,NO_RELACIONADO
75579,56875-1652,VECINO
75580,51161-9674,PROFESOR
75581,24471-4142,PADRE
75582,55052-7523,ESTUDIANTE
75583,28496-1829,EMPLEADO
75584,12976-1656,EMPLEADO
75585,94767-2326,EGRESADO
75586,74228-2331,VECINO
75587,79454-9655,NO_RELACIONADO
75588,64421-0307,EGRESADO
75589,16146-1353,EMPLEADO
75590,84984-9603,PROFESOR
75591,43261-6259,NO_RELACIONADO
75592,12491-8495,EMPLEADO
75593,52952-1750,PADRE
75594,50319-1572,EGRESADO
75595,40207-2482,NO_RELACIONADO
75596,88951-2739,VECINO
75597,37334-2962,VECINO
75598,94559-7734,EGRESADO
75599,64750-4577,PROFESOR
75600,17707-9729,EMPLEADO
75601,73376-6439,VECINO
75602,20155-6122,PADRE
75603,20684-4834,VECINO
75604,12322-2326,PROFESOR
75605,78665-0072,VECINO
75606,58998-0020,VECINO
75607,70582-7600,PROFESOR
75608,57784-0115,EMPLEADO
75609,16015-2649,PROFESOR
75610,96830-6721,VECINO
75611,06473-5177,PROFESOR
75612,09486-6541,EGRESADO
75613,25504-7100,PADRE
75614,27902-8674,ESTUDIANTE
75615,75692-2741,PADRE
75616,89002-7347,PROFESOR
75617,64098-2472,NO_RELACIONADO
75618,11152-7047,PADRE
75619,97766-9886,EMPLEADO
75620,64826-0037,EGRESADO
75621,94220-9325,PADRE
75622,08063-2348,VECINO
75623,48778-8576,EGRESADO
75624,88636-6707,EGRESADO
75625,84213-8552,EGRESADO
75626,88358-6575,EGRESADO
75627,70910-1692,PROFESOR
75628,19068-7623,EGRESADO
75629,57787-6947,EGRESADO
75630,49005-4395,EGRESADO
75631,63819-7414,ESTUDIANTE
75632,90960-1437,EGRESADO
75633,23899-0604,PADRE
75634,17827-1967,PROFESOR
75635,67856-7727,VECINO
75636,18585-8675,VECINO
75637,27587-4248,ESTUDIANTE
75638,68200-8565,VECINO
75639,26997-5204,ESTUDIANTE
75640,88995-2258,EMPLEADO
75641,48803-6499,NO_RELACIONADO
75642,42395-7933,VECINO
75643,80837-7526,VECINO
75644,67609-4921,EMPLEADO
75645,32325-6827,NO_RELACIONADO
75646,29265-9557,EMPLEADO
75647,10999-5179,EGRESADO
75648,09694-1388,ESTUDIANTE
75649,69592-9479,EGRESADO
75650,98118-0921,ESTUDIANTE
75651,60088-3197,EGRESADO
75652,81810-4766,NO_RELACIONADO
75653,77951-6843,EMPLEADO
75654,99770-3557,NO_RELACIONADO
75655,66077-8171,PADRE
75656,09908-9778,NO_RELACIONADO
75657,91827-9878,EGRESADO
75658,25487-6340,PROFESOR
75659,79196-1959,NO_RELACIONADO
75660,21680-6129,NO_RELACIONADO
75661,29555-3434,NO_RELACIONADO
75662,23495-4887,PROFESOR
75663,29065-3435,EMPLEADO
75664,10693-8837,VECINO
75665,01656-9740,ESTUDIANTE
75666,26423-3814,NO_RELACIONADO
75667,93767-7869,PROFESOR
75668,86289-7885,ESTUDIANTE
75669,86231-2452,EGRESADO
75670,85438-3636,PROFESOR
75671,40978-3916,PADRE
75672,78100-1677,EGRESADO
75673,18400-4265,ESTUDIANTE
75674,42200-0958,NO_RELACIONADO
75675,04061-9300,EMPLEADO
75676,41304-1546,EMPLEADO
75677,33094-4930,ESTUDIANTE
75678,81078-8869,NO_RELACIONADO
75679,35656-7510,PADRE
75680,82847-3257,NO_RELACIONADO
75681,16780-9995,VECINO
75682,49350-2544,PADRE
75683,50648-1113,NO_RELACIONADO
75684,87465-9669,EMPLEADO
75685,07314-1580,EGRESADO
75686,22534-7608,EGRESADO
75687,61548-0856,PROFESOR
75688,18224-9659,PROFESOR
75689,37669-9842,ESTUDIANTE
75690,41462-6181,EMPLEADO
75691,27002-4536,PROFESOR
75692,14951-3219,VECINO
75693,26537-5788,NO_RELACIONADO
75694,97224-3833,PROFESOR
75695,08639-1367,PADRE
75696,73995-3342,VECINO
75697,49435-5593,EGRESADO
75698,03568-6115,VECINO
75699,13421-7067,PROFESOR
75700,08749-2727,NO_RELACIONADO
75701,26935-3573,NO_RELACIONADO
75702,33052-7355,ESTUDIANTE
75703,31904-0947,VECINO
75704,80777-1890,EGRESADO
75705,94656-5656,VECINO
75706,90340-4786,ESTUDIANTE
75707,51733-0112,EMPLEADO
75708,21029-1203,PADRE
75709,76824-1526,EMPLEADO
75710,83431-7393,NO_RELACIONADO
75711,32770-2896,PADRE
75712,99191-5966,PADRE
75713,19253-2280,EMPLEADO
75714,30116-6614,PROFESOR
75715,10606-8908,EMPLEADO
75716,25865-7801,EMPLEADO
75717,08521-1176,VECINO
75718,02673-6852,EMPLEADO
75719,15085-3736,PADRE
75720,52738-6650,EGRESADO
75721,12442-5973,PADRE
75722,12742-6551,NO_RELACIONADO
75723,25195-3299,EGRESADO
75724,44779-9337,EMPLEADO
75725,66931-2955,EMPLEADO
75726,96294-4933,EMPLEADO
75727,86697-4076,NO_RELACIONADO
75728,20580-4202,EGRESADO
75729,31067-5362,PROFESOR
75730,76809-7958,PADRE
75731,72092-4142,EMPLEADO
75732,07212-1090,EMPLEADO
75733,47015-7407,NO_RELACIONADO
75734,15065-5626,ESTUDIANTE
75735,10260-6318,PADRE
75736,28605-9519,NO_RELACIONADO
75737,95783-9257,EMPLEADO
75738,58717-2682,NO_RELACIONADO
75739,63185-3160,PADRE
75740,41865-2947,NO_RELACIONADO
75741,84620-4830,VECINO
75742,54703-2963,VECINO
75743,66027-2359,PROFESOR
75744,17398-7438,EGRESADO
75745,19245-1550,EGRESADO
75746,13138-8125,VECINO
75747,07815-8566,NO_RELACIONADO
75748,84189-9924,NO_RELACIONADO
75749,69188-2934,NO_RELACIONADO
75750,26533-4730,PADRE
75751,34714-3890,PADRE
75752,78936-2308,ESTUDIANTE
75753,12370-8337,PADRE
75754,07994-8573,VECINO
75755,85963-2926,PROFESOR
75756,72397-1176,ESTUDIANTE
75757,43080-8798,NO_RELACIONADO
75758,92722-6350,NO_RELACIONADO
75759,63960-3241,EGRESADO
75760,51389-2525,ESTUDIANTE
75761,67191-9172,PROFESOR
75762,91504-5965,EMPLEADO
75763,16767-6329,ESTUDIANTE
75764,02322-5863,PADRE
75765,84072-5390,ESTUDIANTE
75766,52787-8713,EMPLEADO
75767,90931-9995,PADRE
75768,08104-0713,ESTUDIANTE
75769,06563-5090,NO_RELACIONADO
75770,83698-6216,PADRE
75771,64315-3456,NO_RELACIONADO
75772,55409-8008,PADRE
75773,53857-4184,VECINO
75774,28416-6088,NO_RELACIONADO
75775,37852-0929,ESTUDIANTE
75776,74898-7745,EMPLEADO
75777,24162-0945,PROFESOR
75778,58455-0201,EMPLEADO
75779,91760-4202,PROFESOR
75780,34506-0138,PROFESOR
75781,07878-4248,EGRESADO
75782,85483-2884,EMPLEADO
75783,65284-6200,PROFESOR
75784,51173-0875,EGRESADO
75785,65871-7373,ESTUDIANTE
75786,93262-8962,EMPLEADO
75787,92023-8479,PADRE
75788,40152-2011,PROFESOR
75789,47521-8958,EMPLEADO
75790,72002-4708,PROFESOR
75791,10081-0722,EMPLEADO
75792,47601-3934,PADRE
75793,69709-8458,EMPLEADO
75794,38606-0201,VECINO
75795,64906-5625,EMPLEADO
75796,02310-3069,EGRESADO
75797,80698-6608,PROFESOR
75798,41085-2370,PADRE
75799,28118-4172,EMPLEADO
75800,03363-9801,NO_RELACIONADO
75801,38556-2994,NO_RELACIONADO
75802,36329-2662,PADRE
75803,73488-2105,EGRESADO
75804,36473-8850,ESTUDIANTE
75805,75563-5424,PADRE
75806,72669-7956,PADRE
75807,57749-9904,EGRESADO
75808,47256-3821,ESTUDIANTE
75809,89176-2155,NO_RELACIONADO
75810,05251-7937,VECINO
75811,56118-0930,PROFESOR
75812,44136-6332,ESTUDIANTE
75813,84096-3672,EMPLEADO
75814,15873-5021,PROFESOR
75815,27412-7957,PADRE
75816,34262-9183,VECINO
75817,13905-0301,VECINO
75818,77018-1257,EGRESADO
75819,92846-9063,ESTUDIANTE
75820,51680-5093,VECINO
75821,95922-6557,PADRE
75822,77531-5611,EGRESADO
75823,72381-7796,PADRE
75824,60075-8460,EGRESADO
75825,45594-4581,NO_RELACIONADO
75826,75612-7655,EGRESADO
75827,36913-4918,NO_RELACIONADO
75828,58704-5630,PADRE
75829,83846-8357,EGRESADO
75830,55722-4450,ESTUDIANTE
75831,95722-5075,VECINO
75832,22191-3202,PROFESOR
75833,05055-4475,PADRE
75834,61148-6386,PROFESOR
75835,05798-1055,EMPLEADO
75836,87937-6975,PADRE
75837,60262-0836,VECINO
75838,05998-1229,PROFESOR
75839,83524-9047,NO_RELACIONADO
75840,08067-1491,EMPLEADO
75841,07122-2506,EGRESADO
75842,15305-9586,VECINO
75843,70113-8647,PROFESOR
75844,04346-5184,PROFESOR
75845,90034-0669,ESTUDIANTE
75846,31825-5229,EMPLEADO
75847,12964-0383,PROFESOR
75848,74088-7831,PADRE
75849,12030-0195,ESTUDIANTE
75850,07208-0729,PADRE
75851,38965-6640,PROFESOR
75852,97630-8139,ESTUDIANTE
75853,71816-9641,EMPLEADO
75854,19767-6039,EGRESADO
75855,64769-5604,NO_RELACIONADO
75856,46034-2373,EMPLEADO
75857,36581-2328,VECINO
75858,11195-1689,PADRE
75859,67171-3167,PROFESOR
75860,93234-8171,PROFESOR
75861,12579-2552,NO_RELACIONADO
75862,76122-0396,NO_RELACIONADO
75863,96059-8900,ESTUDIANTE
75864,49921-6004,EMPLEADO
75865,75044-4158,NO_RELACIONADO
75866,39138-9459,NO_RELACIONADO
75867,47059-9333,PADRE
75868,24616-9573,VECINO
75869,42039-7151,PADRE
75870,95414-9810,PROFESOR
75871,44496-1364,PADRE
75872,96914-1761,VECINO
75873,08024-6067,NO_RELACIONADO
75874,09322-6068,PADRE
75875,94354-3810,EMPLEADO
75876,69903-5371,PROFESOR
75877,43213-4455,ESTUDIANTE
75878,86540-5302,EMPLEADO
75879,97850-2306,PADRE
75880,48538-9658,PROFESOR
75881,49848-8337,PROFESOR
75882,87719-5290,NO_RELACIONADO
75883,23458-8060,VECINO
75884,14882-0610,EMPLEADO
75885,41539-1305,NO_RELACIONADO
75886,49878-4099,EMPLEADO
75887,41460-5275,PADRE
75888,27326-7248,VECINO
75889,94992-8650,PROFESOR
75890,75159-4194,PADRE
75891,51500-1679,EGRESADO
75892,73878-3554,ESTUDIANTE
75893,51686-6828,NO_RELACIONADO
75894,66569-2552,EGRESADO
75895,46549-5212,ESTUDIANTE
75896,02091-1724,EMPLEADO
75897,31422-1743,EMPLEADO
75898,79477-7209,PROFESOR
75899,30539-4890,NO_RELACIONADO
75900,88624-2243,VECINO
75901,36720-6679,EMPLEADO
75902,63279-5900,ESTUDIANTE
75903,70893-4520,EMPLEADO
75904,96125-1971,NO_RELACIONADO
75905,36843-6129,PADRE
75906,28651-9756,EGRESADO
75907,87306-1642,ESTUDIANTE
75908,84608-0027,EMPLEADO
75909,20090-9210,ESTUDIANTE
75910,35779-5438,EMPLEADO
75911,84477-5264,PADRE
75912,83088-4267,NO_RELACIONADO
75913,50794-7310,NO_RELACIONADO
75914,88720-0810,VECINO
75915,64919-4386,NO_RELACIONADO
75916,40318-1334,EGRESADO
75917,45229-2614,PADRE
75918,21329-2711,NO_RELACIONADO
75919,04238-1049,PADRE
75920,91065-5271,PROFESOR
75921,97687-3895,PROFESOR
75922,21927-6737,VECINO
75923,01942-9822,PROFESOR
75924,00966-7291,VECINO
75925,54821-2805,NO_RELACIONADO
75926,40605-2146,VECINO
75927,70997-9887,PROFESOR
75928,29876-2508,PADRE
75929,26855-5161,EGRESADO
75930,43745-5045,PROFESOR
75931,63422-4304,VECINO
75932,44456-9842,VECINO
75933,29114-0330,NO_RELACIONADO
75934,82485-7301,PADRE
75935,15121-5018,PADRE
75936,05148-3628,ESTUDIANTE
75937,87923-9077,VECINO
75938,49091-4263,EMPLEADO
75939,86932-3350,ESTUDIANTE
75940,13072-3200,PROFESOR
75941,84502-3544,PROFESOR
75942,67576-1167,VECINO
75943,25773-3743,PROFESOR
75944,76775-9640,EGRESADO
75945,44682-3963,NO_RELACIONADO
75946,54452-9930,PROFESOR
75947,27368-7946,NO_RELACIONADO
75948,11805-6709,EMPLEADO
75949,41583-1252,NO_RELACIONADO
75950,92284-3463,ESTUDIANTE
75951,39260-4459,VECINO
75952,30686-8413,PROFESOR
75953,94713-2019,VECINO
75954,93759-4226,VECINO
75955,15364-2855,PADRE
75956,76489-7221,ESTUDIANTE
75957,44079-5104,VECINO
75958,47972-3870,EMPLEADO
75959,39531-8743,PADRE
75960,05572-1317,PADRE
75961,17690-8344,EGRESADO
75962,48910-0760,PADRE
75963,43798-3042,PROFESOR
75964,90178-7215,PROFESOR
75965,57649-4233,NO_RELACIONADO
75966,97287-0927,EGRESADO
75967,21071-7009,VECINO
75968,16462-6153,PADRE
75969,96478-0876,EGRESADO
75970,29658-8567,VECINO
75971,99232-3095,EGRESADO
75972,66187-3698,VECINO
75973,01291-0971,EGRESADO
75974,97725-7986,ESTUDIANTE
75975,53748-1445,VECINO
75976,99578-1830,ESTUDIANTE
75977,74648-2830,EMPLEADO
75978,06605-2093,EMPLEADO
75979,71155-5023,NO_RELACIONADO
75980,21170-0583,VECINO
75981,38763-3643,NO_RELACIONADO
75982,28219-1155,EGRESADO
75983,58881-0887,ESTUDIANTE
75984,06192-3631,EMPLEADO
75985,65968-5441,PROFESOR
75986,23227-0734,EGRESADO
75987,33741-5737,VECINO
75988,62144-6804,NO_RELACIONADO
75989,48315-3695,VECINO
75990,17112-2661,VECINO
75991,50245-5874,VECINO
75992,37343-1693,PADRE
75993,90161-2925,PROFESOR
75994,13832-2028,PROFESOR
75995,12340-7343,EMPLEADO
75996,60510-0065,ESTUDIANTE
75997,31150-8549,PADRE
75998,69919-1029,NO_RELACIONADO
75999,99574-4500,NO_RELACIONADO
76000,63612-0788,NO_RELACIONADO
76001,66734-4137,PROFESOR
76002,64000-3478,ESTUDIANTE
76003,89528-4804,PROFESOR
76004,51062-5310,VECINO
76005,79851-8584,PROFESOR
76006,54445-9830,EMPLEADO
76007,49241-2823,ESTUDIANTE
76008,67799-3226,NO_RELACIONADO
76009,46317-3465,EGRESADO
76010,08389-8898,PROFESOR
76011,44736-0164,EGRESADO
76012,52280-9306,EGRESADO
76013,45839-9203,PROFESOR
76014,64888-3215,ESTUDIANTE
76015,63963-0732,VECINO
76016,08525-4185,NO_RELACIONADO
76017,08495-0620,PROFESOR
76018,35170-5325,EMPLEADO
76019,67114-0040,EGRESADO
76020,56828-7631,VECINO
76021,75626-2054,EGRESADO
76022,39523-6515,VECINO
76023,36265-2599,PADRE
76024,66441-7310,ESTUDIANTE
76025,56946-2923,EMPLEADO
76026,04063-5650,EGRESADO
76027,88724-9425,PADRE
76028,35110-4439,VECINO
76029,81933-4976,EMPLEADO
76030,14010-8220,VECINO
76031,25125-7877,EGRESADO
76032,60048-1186,ESTUDIANTE
76033,20008-2728,VECINO
76034,40925-0830,ESTUDIANTE
76035,67383-1293,PADRE
76036,09595-3056,NO_RELACIONADO
76037,43290-4507,ESTUDIANTE
76038,50411-1951,EGRESADO
76039,77135-6318,PROFESOR
76040,10568-8050,NO_RELACIONADO
76041,71388-5996,EMPLEADO
76042,00143-7863,EGRESADO
76043,28105-7840,PADRE
76044,15786-3493,PROFESOR
76045,35027-7346,PROFESOR
76046,74676-8638,EMPLEADO
76047,29696-0948,ESTUDIANTE
76048,45588-1142,VECINO
76049,50516-3629,VECINO
76050,30836-1589,EMPLEADO
76051,29889-1674,ESTUDIANTE
76052,23898-2069,VECINO
76053,68737-4247,NO_RELACIONADO
76054,47981-9592,EGRESADO
76055,34109-9956,NO_RELACIONADO
76056,22344-7820,EMPLEADO
76057,39278-4975,EMPLEADO
76058,33367-5428,PROFESOR
76059,39678-2962,ESTUDIANTE
76060,94322-5968,ESTUDIANTE
76061,42502-0130,PROFESOR
76062,28392-3328,EGRESADO
76063,56396-7896,EMPLEADO
76064,59775-7241,NO_RELACIONADO
76065,50965-1890,NO_RELACIONADO
76066,34992-4450,EGRESADO
76067,83626-9153,PADRE
76068,65960-1705,EMPLEADO
76069,62059-0526,NO_RELACIONADO
76070,58397-2848,PADRE
76071,64786-2413,EMPLEADO
76072,56297-5264,VECINO
76073,33062-3319,VECINO
76074,75329-4455,PROFESOR
76075,92467-1555,EMPLEADO
76076,32749-3279,VECINO
76077,09760-8589,VECINO
76078,33479-4017,PADRE
76079,58703-6403,ESTUDIANTE
76080,47128-1478,EGRESADO
76081,65322-5085,PROFESOR
76082,72897-0222,EMPLEADO
76083,14985-4210,ESTUDIANTE
76084,34198-6166,NO_RELACIONADO
76085,33824-4266,PROFESOR
76086,96760-0361,EGRESADO
76087,47795-7701,PADRE
76088,33383-3977,ESTUDIANTE
76089,81173-5766,EGRESADO
76090,63262-5878,ESTUDIANTE
76091,93755-0557,PADRE
76092,81199-2117,VECINO
76093,64874-8391,PADRE
76094,72320-0858,VECINO
76095,42644-2162,ESTUDIANTE
76096,26647-0867,VECINO
76097,49457-4041,ESTUDIANTE
76098,76383-7672,PADRE
76099,79876-2160,PADRE
76100,75004-0071,VECINO
76101,84083-0009,PADRE
76102,16337-9490,ESTUDIANTE
76103,52355-4441,NO_RELACIONADO
76104,96382-7262,PROFESOR
76105,35116-1338,PROFESOR
76106,28408-6906,NO_RELACIONADO
76107,83444-9919,PROFESOR
76108,59394-7221,ESTUDIANTE
76109,44144-7998,EMPLEADO
76110,79700-3786,ESTUDIANTE
76111,77631-6274,ESTUDIANTE
76112,81597-6628,ESTUDIANTE
76113,11608-3301,PROFESOR
76114,71347-4330,VECINO
76115,74718-8479,EMPLEADO
76116,23004-8183,EGRESADO
76117,05643-3087,VECINO
76118,62884-5695,ESTUDIANTE
76119,36727-5810,EGRESADO
76120,59460-6723,PROFESOR
76121,04160-4388,EMPLEADO
76122,23428-9395,ESTUDIANTE
76123,07783-4347,PROFESOR
76124,38302-4622,EMPLEADO
76125,00746-7390,NO_RELACIONADO
76126,45192-1316,EGRESADO
76127,59530-8034,VECINO
76128,82704-1232,PROFESOR
76129,46255-8804,ESTUDIANTE
76130,08375-6734,NO_RELACIONADO
76131,81470-0299,ESTUDIANTE
76132,21554-0850,PADRE
76133,98688-1640,VECINO
76134,83101-3705,ESTUDIANTE
76135,73802-3752,EMPLEADO
76136,73921-1649,ESTUDIANTE
76137,51940-5608,PROFESOR
76138,44018-9255,EMPLEADO
76139,30713-9884,NO_RELACIONADO
76140,37883-2092,PROFESOR
76141,98422-4053,PADRE
76142,89513-5630,VECINO
76143,33854-0515,NO_RELACIONADO
